
--------------------------------------------------------------------------------
    MAR SECURITY - AUTOMATED TEST SUITE
--------------------------------------------------------------------------------


--------------------------------------------------------------------------------
    MAR SECURITY - TESTING APPLICATION: mugtracker2D_v2
--------------------------------------------------------------------------------

Application output directory created at: output/mugtracker2D_v2
Output will be written to file: sanityCheck2D.2019-11-11.194652.csv

Running test script with params: 
	 Application package name: 		 edu.temple.attack_prototypes.vuforia.v2_2d
	 Application local name: 		 mugtracker2D_v2
	 Run time (min): 			 10
	 Data collection interval (seconds): 	 5
	 Total number of trials: 		 120
	 Reading from image directory: 		 /Users/slehr/Projects/MAR_Security/scripts/imgs
	 Reading from image file list: 		 sanityCheck2D

  bash arg: -p
  bash arg: edu.temple.attack_prototypes.vuforia.v2_2d
  bash arg: 1
Events injected: 1
## Network stats: elapsed time=63ms (0ms mobile, 0ms wifi, 63ms not connected)

--------------------------------------------------------------------------------

App PID: 9458
Trial start time (ms): 1573519612380

TRIAL,ELAPSED_TIME_MS,IMG_FILE,CPU_PERC,MEM_PERC,EM_STOR_SIZE_KB,EM_STOR_AVAIL_KB,EM_STOR_USED_KB,EM_STOR_USE_PERC,APP_DIR_SIZE_KB,TOTAL_MEM_KB,FREE_MEM_KB,AVAIL_MEM_KB,FLAGS,UTIME,STIME,CUTIME,CSTIME,PRIORITY,NUM_THREADS,START_TIME,RSS
14,2721,blank.png,64.5,5.9,54725904,50593232,4132672,8,760,3667952,123100,1440724,1077952832,2749,420,1,1,10,75,13686,54924
15,2711,blank.png,70.0,5.9,54725904,50593220,4132684,8,760,3667952,122972,1440604,1077952832,2925,441,1,1,10,75,13686,54846
16,2724,blank.png,66.6,6.0,54725904,50593220,4132684,8,760,3667952,122188,1439828,1077952832,3098,457,1,1,10,75,13686,54983
17,2718,blank.png,70.9,5.8,54725904,50593220,4132684,8,760,3667952,121180,1438820,1077952832,3271,483,1,1,10,75,13686,53381
18,2737,blank.png,67.7,6.0,54725904,50593220,4132684,8,760,3667952,121140,1438780,1077952832,3443,504,1,1,10,75,13686,55406
19,2721,blank.png,67.7,6.0,54725904,50593220,4132684,8,760,3667952,120152,1437796,1077952832,3597,540,1,1,10,75,13686,55391
20,2727,blank.png,67.7,6.0,54725904,50593208,4132696,8,760,3667952,120008,1437724,1077952832,3765,560,1,1,10,75,13686,55380
21,2754,blank.png,66.6,6.0,54725904,50593204,4132700,8,760,3667952,124076,1441884,1077952832,3930,586,1,1,10,75,13686,55398
22,2756,blank.png,66.6,6.0,54725904,50593204,4132700,8,760,3667952,123464,1441272,1077952832,4101,609,1,1,10,75,13686,55501
23,2729,blank.png,70.9,6.0,54725904,50593204,4132700,8,760,3667952,123448,1441264,1077952832,4266,635,1,1,10,75,13686,55782
24,2709,blank.png,67.7,6.0,54725904,50593204,4132700,8,760,3667952,122688,1440520,1077952832,4426,660,1,1,10,75,13686,55834
25,2732,blank.png,61.2,6.1,54725904,50593204,4132700,8,760,3667952,121840,1439672,1077952832,4593,683,1,1,10,75,13686,56050
26,2713,blank.png,66.6,6.0,54725904,50593204,4132700,8,760,3667952,120812,1438648,1077952832,4770,703,1,1,10,75,13686,55090
27,2774,blank.png,64.5,6.1,54725904,50593204,4132700,8,760,3667952,121932,1439772,1077952832,4929,732,1,1,10,75,13686,55988
28,2798,blank.png,67.7,6.1,54725904,50593204,4132700,8,760,3667952,123168,1441008,1077952832,5101,757,1,1,10,75,13686,56280
29,2782,blank.png,64.5,6.1,54725904,50593204,4132700,8,760,3667952,120836,1438676,1077952832,5265,790,1,1,10,75,13686,56094
30,2758,blank.png,67.7,6.1,54725904,50593204,4132700,8,760,3667952,119588,1437436,1077952832,5426,817,1,1,10,75,13686,56490
31,2823,coca_cola.jpg,70.0,6.1,54725904,50593204,4132700,8,760,3667952,123508,1441356,1077952832,5596,849,1,1,10,77,13686,56277
32,2740,coca_cola.jpg,66.6,6.0,54725904,50593204,4132700,8,760,3667952,124616,1443088,1077952832,5764,882,1,1,10,75,13686,55818
33,2753,coca_cola.jpg,61.2,6.0,54725904,50593204,4132700,8,760,3667952,123492,1441964,1077952832,5917,912,1,1,10,75,13686,55619
34,2751,coca_cola.jpg,67.7,6.0,54725904,50593204,4132700,8,760,3667952,123720,1442192,1077952832,6073,936,1,1,10,75,13686,55568
35,2766,coca_cola.jpg,67.7,6.0,54725904,50593204,4132700,8,760,3667952,121124,1439596,1077952832,6233,958,1,1,10,75,13686,56056
36,2734,coca_cola.jpg,58.0,5.9,54725904,50593204,4132700,8,760,3667952,121304,1439780,1077952832,6388,983,1,1,10,75,13686,54731
37,2781,coca_cola.jpg,61.2,5.9,54725904,50593204,4132700,8,760,3667952,120244,1438720,1077952832,6545,1004,1,1,10,75,13686,54508
38,2760,coca_cola.jpg,64.5,5.9,54725904,50593204,4132700,8,760,3667952,119144,1437620,1077952832,6705,1028,1,1,10,75,13686,54851
39,2774,coca_cola.jpg,64.5,6.0,54725904,50593200,4132704,8,760,3667952,118136,1436636,1077952832,6844,1064,1,1,10,75,13686,55079
40,2800,coca_cola.jpg,58.0,6.1,54725904,50593200,4132704,8,760,3667952,117496,1435996,1077952832,6999,1084,1,1,10,75,13686,56603
41,2744,coca_cola.jpg,66.6,6.1,54725904,50593200,4132704,8,760,3667952,115388,1433648,1077952832,7155,1101,1,1,10,75,13686,56530
42,2758,coca_cola.jpg,54.8,6.1,54725904,50593200,4132704,8,760,3667952,116676,1435200,1077952832,7302,1130,1,1,10,76,13686,56481
43,2783,coca_cola.jpg,62.5,6.1,54725904,50593200,4132704,8,760,3667952,113720,1432244,1077952832,7454,1164,1,1,10,76,13686,56698
44,2770,coca_cola.jpg,59.3,6.2,54725904,50593196,4132708,8,760,3667952,113260,1431796,1077952832,7606,1191,1,1,10,76,13686,57052
45,2738,coca_cola.jpg,154,6.2,54725904,50593196,4132708,8,760,3667952,104768,1423316,1077952832,7804,1216,1,1,10,76,13686,57626
46,2777,coca_cola.jpg,65.6,6.2,54725904,50593196,4132708,8,760,3667952,109980,1428532,1077952832,7960,1239,1,1,10,76,13686,57226
47,2812,coca_cola.jpg,59.3,6.2,54725904,50593196,4132708,8,760,3667952,109408,1427960,1077952832,8109,1273,1,1,10,76,13686,57320
48,2812,coca_cola.jpg,65.6,6.2,54725904,50593196,4132708,8,760,3667952,109420,1427980,1077952832,8266,1301,1,1,10,76,13686,57048
49,2779,coca_cola.jpg,62.5,6.2,54725904,50593196,4132708,8,760,3667952,109304,1427864,1077952832,8430,1322,1,1,10,76,13686,57479
50,2802,coca_cola.jpg,65.6,6.2,54725904,50593196,4132708,8,760,3667952,109632,1428196,1077952832,8583,1353,1,1,10,76,13686,57417
51,2783,coca_cola.jpg,65.6,6.2,54725904,50593196,4132708,8,760,3667952,100628,1419192,1077952832,8747,1379,1,1,10,76,13686,57487
52,2769,coca_cola.jpg,116,6.2,54725904,50593196,4132708,8,760,3667952,111264,1426664,1077952832,8939,1415,1,1,10,76,13686,55907
53,2784,coca_cola.jpg,78.1,6.1,54725904,50593192,4132712,8,760,3667952,112412,1427824,1077952832,9120,1451,1,1,10,76,13686,56073
54,2785,coca_cola.jpg,78.1,6.1,54725904,50593192,4132712,8,760,3667952,112008,1427420,1077952832,9319,1476,1,1,10,76,13686,55970
55,2824,coca_cola.jpg,81.2,5.9,54725904,50593192,4132712,8,760,3667952,110696,1426116,1077952832,9520,1511,1,1,10,76,13686,54572
56,2804,coca_cola.jpg,75.0,5.9,54725904,50593192,4132712,8,760,3667952,110168,1425588,1077952832,9719,1537,1,1,10,76,13686,54614
57,2801,coca_cola.jpg,78.1,6.1,54725904,50593192,4132712,8,760,3667952,113536,1428956,1077952832,9915,1565,1,1,10,76,13686,56098
58,2793,coca_cola.jpg,75.7,6.1,54725904,50593192,4132712,8,760,3667952,111832,1427372,1077952832,10102,1606,1,1,10,76,13686,56084
59,2795,coca_cola.jpg,68.7,6.1,54725904,50593192,4132712,8,760,3667952,110476,1426024,1077952832,10285,1639,1,1,10,76,13686,56624
60,2803,coca_cola.jpg,67.7,6.1,54725904,50593192,4132712,8,760,3667952,110088,1425644,1077952832,10463,1684,1,1,10,76,13686,56541
61,2875,dr_pepper.jpg,84.3,6.1,54725904,50593192,4132712,8,760,3667952,108080,1424036,1077952832,10693,1704,1,1,10,78,13686,57335
62,2790,dr_pepper.jpg,78.1,6.7,54725904,50592780,4133124,8,1308,3667952,99112,1409488,1077952832,10966,1729,1,1,10,76,13686,60137
63,2807,dr_pepper.jpg,106,6.6,54725904,50592228,4133676,8,1724,3667952,101252,1412964,1077952832,11233,1749,1,1,10,76,13686,61106
64,2794,dr_pepper.jpg,121,7.0,54725904,50591956,4133948,8,1996,3667952,110216,1406320,1077952832,11524,1785,1,1,10,76,13686,61979
65,2786,dr_pepper.jpg,103,6.6,54725904,50591548,4134356,8,2404,3667952,120776,1417296,1077952832,11797,1802,1,1,10,76,13686,62411
66,2790,dr_pepper.jpg,96.8,6.7,54725904,50591136,4134768,8,2816,3667952,121584,1418528,1077952832,12066,1827,1,1,10,76,13686,58898
67,2780,dr_pepper.jpg,115,6.2,54725904,50590716,4135188,8,3236,3667952,120380,1417616,1077952832,12327,1862,1,1,10,76,13686,60670
68,2798,dr_pepper.jpg,125,6.8,54725904,50590300,4135604,8,3652,3667952,114356,1412500,1077952832,12586,1885,1,1,10,76,13686,60934
69,2763,dr_pepper.jpg,93.7,6.6,54725904,50590024,4135880,8,3928,3667952,117900,1416464,1077952832,12840,1913,1,1,10,76,13686,61426
70,2783,dr_pepper.jpg,87.5,6.7,54725904,50589744,4136160,8,4348,3667952,113256,1412112,1077952832,13099,1952,1,1,10,76,13686,60150
71,2795,dr_pepper.jpg,112,6.6,54725904,50589184,4136720,8,4768,3667952,114084,1413332,1077952832,13359,1988,1,1,10,76,13686,60585
72,2785,dr_pepper.jpg,109,6.7,54725904,50588768,4137136,8,5184,3667952,117936,1417652,1077952832,13605,2022,1,1,10,76,13686,58432
73,2793,dr_pepper.jpg,103,6.6,54725904,50588492,4137412,8,5460,3667952,111852,1411716,1077952832,13872,2052,1,1,10,76,13686,61380
74,2794,dr_pepper.jpg,81.8,6.7,54725904,50587944,4137960,8,6008,3667952,122200,1411884,1077952832,14189,2080,1,1,10,76,13686,59536
75,2773,dr_pepper.jpg,118,6.6,54725904,50587664,4138240,8,6284,3667952,123412,1413528,1077952832,14438,2111,1,1,10,76,13686,61335
76,2792,dr_pepper.jpg,106,6.7,54725904,50587244,4138660,8,6704,3667952,129440,1419984,1077952832,14691,2144,1,1,10,76,13686,58324
77,2799,dr_pepper.jpg,87.5,6.7,54725904,50586968,4138936,8,7120,3667952,121316,1412368,1077952832,14953,2172,1,1,10,76,13686,61904
78,2762,dr_pepper.jpg,83.8,6.7,54725904,50586416,4139488,8,7532,3667952,127704,1419180,1077952832,15204,2199,1,1,10,76,13686,60303
79,2782,dr_pepper.jpg,109,6.6,54725904,50586144,4139760,8,7804,3667952,117604,1409496,1077952832,15454,2231,1,1,10,76,13686,62585
80,2790,dr_pepper.jpg,112,6.7,54725904,50585724,4140180,8,8084,3667952,126500,1418828,1077952832,15708,2267,1,1,10,76,13686,59456
81,2765,dr_pepper.jpg,90.3,6.7,54725904,50585444,4140460,8,8504,3667952,118268,1411020,1077952832,15971,2303,1,1,10,76,13686,61938
82,2769,dr_pepper.jpg,78.1,6.6,54725904,50585028,4140876,8,9060,3667952,124552,1417600,1077952832,16226,2324,1,1,10,76,13686,59280
83,2796,dr_pepper.jpg,112,6.7,54725904,50584612,4141292,8,9336,3667952,117804,1411140,1077952832,16473,2364,1,1,10,76,13686,62964
84,2808,dr_pepper.jpg,106,6.7,54725904,50584192,4141712,8,9756,3667952,127816,1421724,1077952832,16738,2390,1,1,10,76,13686,59818
85,2778,dr_pepper.jpg,74.1,6.7,54725904,50583916,4141988,8,10172,3667952,116656,1411000,1077952832,17000,2427,1,1,10,76,13686,62048
86,2791,dr_pepper.jpg,103,6.3,54725904,50583364,4142540,8,10584,3667952,131292,1426036,1077952832,17260,2459,1,1,10,76,13686,58355
87,2780,dr_pepper.jpg,112,6.8,54725904,50582944,4142960,8,11004,3667952,119168,1414532,1077952832,17510,2481,1,1,10,76,13686,62963
88,2771,dr_pepper.jpg,106,6.4,54725904,50582660,4143244,8,11288,3667952,132260,1427912,1077952832,17780,2501,1,1,10,76,13686,59930
89,2803,dr_pepper.jpg,75.7,6.8,54725904,50582388,4143516,8,11700,3667952,121240,1417648,1077952832,18043,2527,1,1,10,76,13686,62781
90,2802,dr_pepper.jpg,106,6.5,54725904,50581832,4144072,8,12116,3667952,129012,1425888,1077952832,18306,2561,1,1,10,76,13686,59884
91,2887,both_sodas.jpg,112,6.8,54725904,50581424,4144480,8,12524,3667952,118504,1415860,1077952832,18597,2584,1,1,10,78,13686,62588
92,2806,both_sodas.jpg,69.6,6.8,54725904,50581424,4144480,8,12524,3667952,118248,1415604,1077952832,18789,2625,1,1,10,76,13686,62335
93,2836,both_sodas.jpg,72.7,6.8,54725904,50581424,4144480,8,12524,3667952,119032,1416400,1077952832,18985,2658,1,1,10,76,13686,62437
94,2793,both_sodas.jpg,84.3,6.8,54725904,50581424,4144480,8,12524,3667952,115168,1412536,1077952832,19184,2683,1,1,10,76,13686,63161
95,2823,both_sodas.jpg,78.7,6.8,54725904,50581424,4144480,8,12524,3667952,116896,1414264,1077952832,19396,2717,1,1,10,76,13686,62649
96,2810,both_sodas.jpg,81.2,6.3,54725904,50581420,4144484,8,12524,3667952,131560,1428932,1077952832,19607,2757,1,1,10,76,13686,59384
97,2789,both_sodas.jpg,90.6,6.4,54725904,50581420,4144484,8,12524,3667952,131096,1428472,1077952832,19815,2783,1,1,10,76,13686,59058
98,2821,both_sodas.jpg,78.1,6.4,54725904,50581420,4144484,8,12524,3667952,130256,1427636,1077952832,20015,2815,1,1,10,76,13686,59151
99,2811,both_sodas.jpg,71.8,6.4,54725904,50581420,4144484,8,12524,3667952,136280,1433660,1077952832,20219,2840,1,1,10,76,13686,58944
100,2818,both_sodas.jpg,81.2,6.3,54725904,50581420,4144484,8,12524,3667952,134600,1431980,1077952832,20435,2864,1,1,10,76,13686,58400
101,2799,both_sodas.jpg,68.7,6.5,54725904,50581420,4144484,8,12524,3667952,134212,1431592,1077952832,20622,2893,1,1,10,76,13686,59576
102,2793,both_sodas.jpg,84.3,6.5,54725904,50581420,4144484,8,12524,3667952,133288,1430676,1077952832,20821,2919,1,1,10,76,13686,59754
103,2804,both_sodas.jpg,74.1,6.5,54725904,50581420,4144484,8,12524,3667952,132464,1429852,1077952832,21005,2962,1,1,10,76,13686,59731
104,2750,both_sodas.jpg,70.9,6.5,54725904,50581420,4144484,8,12524,3667952,130780,1428180,1077952832,21183,2997,1,1,10,76,13686,59617
105,2833,both_sodas.jpg,81.2,6.4,54725904,50581420,4144484,8,12524,3667952,152772,1450196,1077952832,21383,3029,1,1,10,76,13686,59437
106,2793,both_sodas.jpg,78.7,6.4,54725904,50581420,4144484,8,12524,3667952,152308,1449748,1077952832,21572,3067,1,1,10,76,13686,59417
107,2793,both_sodas.jpg,78.1,6.4,54725904,50581420,4144484,8,12524,3667952,151860,1449312,1077952832,21776,3094,1,1,10,76,13686,59196
108,2799,both_sodas.jpg,69.6,6.4,54725904,50581420,4144484,8,12524,3667952,149720,1447172,1077952832,21968,3128,1,1,10,76,13686,59946
109,2779,both_sodas.jpg,154,6.6,54725904,50581420,4144484,8,12524,3667952,138744,1436204,1077952832,22218,3155,1,1,10,76,13686,60573
110,2783,both_sodas.jpg,80.6,6.5,54725904,50581420,4144484,8,12524,3667952,147708,1444920,1077952832,22417,3179,1,1,10,76,13686,60267
111,2819,both_sodas.jpg,90.3,6.5,54725904,50581420,4144484,8,12524,3667952,150600,1448068,1077952832,22627,3205,1,1,10,76,13686,60176
112,2787,both_sodas.jpg,68.7,6.5,54725904,50581420,4144484,8,12524,3667952,151028,1448496,1077952832,22829,3233,1,1,10,76,13686,60385
113,2822,both_sodas.jpg,71.8,6.5,54725904,50581420,4144484,8,12524,3667952,149704,1447172,1077952832,23037,3264,1,1,10,76,13686,60312
114,2796,both_sodas.jpg,83.8,6.5,54725904,50581420,4144484,8,12524,3667952,152216,1449684,1077952832,23234,3293,1,1,10,76,13686,60150
115,2808,both_sodas.jpg,81.2,6.6,54725904,50581420,4144484,8,12524,3667952,150556,1448024,1077952832,23428,3320,1,1,10,76,13686,60635
116,2784,both_sodas.jpg,78.1,6.5,54725904,50581420,4144484,8,12524,3667952,150264,1447732,1077952832,23616,3348,1,1,10,76,13686,60492
117,2788,both_sodas.jpg,80.6,6.6,54725904,50581420,4144484,8,12524,3667952,149736,1447204,1077952832,23801,3383,1,1,10,76,13686,60592
118,2794,both_sodas.jpg,75.0,6.5,54725904,50581416,4144488,8,12524,3667952,152408,1449880,1077952832,24003,3411,1,1,10,76,13686,60136
119,2796,both_sodas.jpg,71.8,6.5,54725904,50581416,4144488,8,12524,3667952,151548,1449028,1077952832,24185,3443,1,1,10,76,13686,60042
120,2805,both_sodas.jpg,81.8,6.5,54725904,50581416,4144488,8,12524,3667952,150408,1447888,1077952832,24370,3476,1,1,10,76,13686,59997
/storage/self/primary/Android/data/edu.temple.attack_prototypes.vuforia.v2_2d/files/: 90 files pulled. 15.8 MB/s (12601395 bytes in 0.763s)

--------------------------------------------------------------------------------
	 MAR SECURITY - APPLICATION TESTING TRIAL COMPLETE
--------------------------------------------------------------------------------
Output available: output/mugtracker2D_v2/sanityCheck2D.2019-11-11.194652.csv
Snapshots available: output/mugtracker2D_v2/snapshots/
--------------------------------------------------------------------------------

