
--------------------------------------------------------------------------------
    MAR SECURITY - AUTOMATED TEST SUITE
--------------------------------------------------------------------------------


--------------------------------------------------------------------------------
    MAR SECURITY - TESTING APPLICATION: mugtracker3D_v1
--------------------------------------------------------------------------------

Application output directory created at: output/mugtracker3D_v1
Output will be written to file: sanityCheck3D.2019-11-11.203057.csv

Running test script with params: 
	 Application package name: 		 edu.temple.attack_prototypes.vuforia.v1_3d
	 Application local name: 		 mugtracker3D_v1
	 Run time (min): 			 10
	 Data collection interval (seconds): 	 5
	 Total number of trials: 		 120
	 Reading from image directory: 		 /Users/slehr/Projects/MAR_Security/scripts/imgs
	 Reading from image file list: 		 sanityCheck3D

  bash arg: -p
  bash arg: edu.temple.attack_prototypes.vuforia.v1_3d
  bash arg: 1
Events injected: 1
## Network stats: elapsed time=36ms (0ms mobile, 0ms wifi, 36ms not connected)

--------------------------------------------------------------------------------

App PID: 9401
Trial start time (ms): 1573522257379

TRIAL,ELAPSED_TIME_MS,IMG_FILE,CPU_PERC,MEM_PERC,EM_STOR_SIZE_KB,EM_STOR_AVAIL_KB,EM_STOR_USED_KB,EM_STOR_USE_PERC,APP_DIR_SIZE_KB,TOTAL_MEM_KB,FREE_MEM_KB,AVAIL_MEM_KB,FLAGS,UTIME,STIME,CUTIME,CSTIME,PRIORITY,NUM_THREADS,START_TIME,RSS
43,2771,shutterfly.jpg,75.8,7.7,54725904,50590940,4134964,8,2656,3667952,107248,1449424,1077952832,10868,1149,0,1,10,76,11215,71188
44,2766,shutterfly.jpg,80.6,7.7,54725904,50590940,4134964,8,2656,3667952,105472,1447648,1077952832,11070,1184,0,1,10,76,11215,71151
45,2750,shutterfly.jpg,80.0,7.7,54725904,50590940,4134964,8,2656,3667952,105624,1447808,1077952832,11284,1213,0,1,10,76,11215,71813
46,2749,shutterfly.jpg,82.7,7.8,54725904,50590796,4135108,8,2800,3667952,101728,1444056,1077952832,11489,1237,0,1,10,76,11215,71713
47,2705,shutterfly.jpg,143,7.5,54725904,50590796,4135108,8,2800,3667952,100264,1442600,1077952832,11729,1260,0,1,10,76,11215,69329
48,2791,shutterfly.jpg,70.0,7.1,54725904,50590796,4135108,8,2800,3667952,115272,1453112,1077952832,11934,1287,0,1,10,76,11215,65848
49,2748,shutterfly.jpg,79.3,7.1,54725904,50590652,4135252,8,2944,3667952,112032,1450024,1077952832,12140,1310,0,1,10,76,11215,65821
50,2728,shutterfly.jpg,79.3,7.1,54725904,50590652,4135252,8,2944,3667952,112148,1450148,1077952832,12340,1340,0,1,10,76,11215,65816
51,2788,shutterfly.jpg,70.9,7.1,54725904,50590652,4135252,8,2944,3667952,110740,1448752,1077952832,12533,1367,0,1,10,76,11215,65813
52,2759,shutterfly.jpg,76.6,7.1,54725904,50590652,4135252,8,2944,3667952,109532,1447548,1077952832,12729,1394,0,1,10,76,11215,65773
53,2776,shutterfly.jpg,80.0,7.1,54725904,50590504,4135400,8,3088,3667952,105912,1444084,1077952832,12940,1423,0,1,10,76,11215,65798
54,2755,shutterfly.jpg,73.3,7.2,54725904,50590504,4135400,8,3088,3667952,105924,1444100,1077952832,13151,1441,0,1,10,76,11215,66114
55,2753,shutterfly.jpg,66.6,7.2,54725904,50590504,4135400,8,3088,3667952,105608,1443792,1077952832,13343,1473,0,1,10,76,11215,66046
56,2731,shutterfly.jpg,65.5,7.2,54725904,50590504,4135400,8,3088,3667952,103580,1441764,1077952832,13546,1491,0,1,10,76,11215,67915
57,2786,shutterfly.jpg,67.7,7.4,54725904,50590360,4135544,8,3232,3667952,100284,1438664,1077952832,13747,1514,0,1,10,76,11215,67896
58,2745,shutterfly.jpg,83.3,7.4,54725904,50590360,4135544,8,3232,3667952,102856,1441236,1077952832,13959,1532,0,1,10,76,11215,68018
59,2740,shutterfly.jpg,80.0,7.1,54725904,50590360,4135544,8,3232,3667952,113528,1451916,1077952832,14174,1556,0,1,10,76,11215,65558
60,2765,shutterfly.jpg,83.3,7.1,54725904,50590216,4135688,8,3376,3667952,110068,1448604,1077952832,14382,1578,0,1,10,76,11215,65451
61,2817,friendship.jpg,83.3,7.1,54725904,50590216,4135688,8,3376,3667952,109596,1448132,1077952832,14604,1608,0,1,10,78,11215,65486
62,2744,friendship.jpg,70.0,7.1,54725904,50590216,4135688,8,3376,3667952,105264,1443772,1077952832,14809,1637,0,1,10,76,11215,65704
63,2744,friendship.jpg,76.6,7.1,54725904,50590216,4135688,8,3376,3667952,104316,1442876,1077952832,15012,1661,0,1,10,76,11215,65329
64,2797,friendship.jpg,71.8,7.2,54725904,50590104,4135800,8,3488,3667952,101528,1440200,1077952832,15228,1680,0,1,10,76,11215,66886
65,2769,friendship.jpg,67.7,7.2,54725904,50590104,4135800,8,3488,3667952,101536,1440216,1077952832,15433,1706,0,1,10,76,11215,67494
66,2771,friendship.jpg,80.6,7.3,54725904,50590104,4135800,8,3488,3667952,101084,1439764,1077952832,15660,1730,0,1,10,76,11215,67288
67,2780,friendship.jpg,75.0,7.3,54725904,50589988,4135916,8,3604,3667952,95088,1433908,1077952832,15888,1752,0,1,10,76,11215,67466
68,2765,friendship.jpg,75.0,7.3,54725904,50589988,4135916,8,3604,3667952,94884,1433828,1077952832,16088,1786,0,1,10,76,11215,67060
69,2759,friendship.jpg,73.3,7.4,54725904,50589988,4135916,8,3604,3667952,95528,1433956,1077952832,16282,1803,0,1,10,76,11215,73017
70,2733,friendship.jpg,73.3,7.9,54725904,50589988,4135916,8,3604,3667952,92688,1429652,1077952832,16488,1823,0,1,10,76,11215,73492
71,2734,friendship.jpg,76.6,7.3,54725904,50589872,4136032,8,3720,3667952,111336,1443536,1077952832,16702,1849,0,1,10,76,11215,67625
72,2766,friendship.jpg,74.1,7.3,54725904,50589872,4136032,8,3720,3667952,111024,1443224,1077952832,16902,1874,0,1,10,76,11215,67557
73,2768,friendship.jpg,77.4,7.3,54725904,50589868,4136036,8,3720,3667952,107652,1440868,1077952832,17103,1890,0,1,10,76,11215,67481
74,2765,friendship.jpg,74.1,7.7,54725904,50589868,4136036,8,3720,3667952,107140,1440356,1077952832,17286,1921,0,1,10,76,11215,71505
75,2778,friendship.jpg,74.1,7.7,54725904,50589748,4136156,8,3836,3667952,105568,1438916,1077952832,17493,1949,0,1,10,76,11215,71365
76,2751,friendship.jpg,67.7,7.7,54725904,50589748,4136156,8,3836,3667952,105108,1438456,1077952832,17682,1984,0,1,10,76,11215,71484
77,2746,friendship.jpg,65.6,7.7,54725904,50589748,4136156,8,3836,3667952,102336,1436040,1077952832,17857,2015,0,1,10,76,11215,71539
78,2789,friendship.jpg,74.1,7.7,54725904,50589636,4136268,8,3948,3667952,100452,1434224,1077952832,18046,2042,0,1,10,76,11215,72835
79,2743,friendship.jpg,83.3,7.9,54725904,50589636,4136268,8,3948,3667952,98716,1432540,1077952832,18254,2073,0,1,10,76,11215,72907
80,2722,friendship.jpg,143,7.9,54725904,50589636,4136268,8,3948,3667952,92752,1423164,1077952832,18508,2096,0,1,10,76,11215,72893
81,2757,friendship.jpg,70.9,7.8,54725904,50589636,4136268,8,3948,3667952,109652,1435312,1077952832,18717,2122,0,1,10,76,11215,71984
82,2756,friendship.jpg,74.1,7.8,54725904,50589524,4136380,8,4060,3667952,106788,1432564,1077952832,18909,2151,0,1,10,76,11215,71733
83,2761,friendship.jpg,74.1,7.8,54725904,50589524,4136380,8,4060,3667952,104736,1430588,1077952832,19105,2172,0,1,10,76,11215,72177
84,2781,friendship.jpg,61.2,7.5,54725904,50589524,4136380,8,4060,3667952,115536,1441388,1077952832,19295,2202,0,1,10,76,11215,69125
85,2750,friendship.jpg,70.9,7.5,54725904,50589524,4136380,8,4060,3667952,114780,1440632,1077952832,19484,2226,0,1,10,76,11215,69245
86,2775,friendship.jpg,77.4,7.6,54725904,50589412,4136492,8,4172,3667952,112672,1438644,1077952832,19701,2245,0,1,10,76,11215,70267
87,2804,friendship.jpg,81.2,7.6,54725904,50589412,4136492,8,4172,3667952,115788,1441760,1077952832,19916,2268,0,1,10,76,11215,70119
88,2780,friendship.jpg,67.7,7.6,54725904,50589412,4136492,8,4172,3667952,112892,1439044,1077952832,20118,2293,0,1,10,76,11215,70031
89,2783,friendship.jpg,96.8,7.7,54725904,50589296,4136608,8,4288,3667952,119740,1446008,1077952832,20320,2313,0,1,10,76,11215,70594
90,2811,friendship.jpg,77.4,7.7,54725904,50589296,4136608,8,4288,3667952,119892,1446160,1077952832,20514,2339,0,1,10,76,11215,71099
91,2898,both_mugs.jpg,93.5,7.7,54725904,50589296,4136608,8,4288,3667952,117248,1443520,1077952832,20739,2369,0,1,10,76,11215,70935
92,2790,both_mugs.jpg,93.5,7.9,54725904,50589296,4136608,8,4288,3667952,113640,1439916,1077952832,21001,2393,0,1,10,76,11215,73265
93,2794,both_mugs.jpg,96.7,7.9,54725904,50589144,4136760,8,4440,3667952,110080,1436512,1077952832,21243,2427,0,1,10,76,11215,72814
94,2753,both_mugs.jpg,75.0,7.9,54725904,50589144,4136760,8,4440,3667952,109592,1436032,1077952832,21479,2456,0,1,10,76,11215,73069
95,2794,both_mugs.jpg,90.6,7.9,54725904,50589144,4136760,8,4440,3667952,109148,1435596,1077952832,21720,2487,0,1,10,76,11215,72915
96,2767,both_mugs.jpg,87.5,7.6,54725904,50589144,4136760,8,4440,3667952,118928,1445376,1077952832,21974,2510,0,1,10,76,11215,69911
97,2790,both_mugs.jpg,87.5,7.8,54725904,50588988,4136916,8,4592,3667952,116100,1442712,1077952832,22228,2538,0,1,10,76,11215,72853
98,2789,both_mugs.jpg,90.9,7.9,54725904,50588988,4136916,8,4592,3667952,114788,1441616,1077952832,22469,2565,0,1,10,76,11215,73150
99,2791,both_mugs.jpg,87.5,7.9,54725904,50588988,4136916,8,4592,3667952,112284,1439120,1077952832,22721,2582,0,1,10,76,11215,73067
100,2791,both_mugs.jpg,112,7.9,54725904,50588836,4137068,8,4744,3667952,99260,1426252,1077952832,22999,2609,0,1,10,76,11215,78230
101,2779,both_mugs.jpg,84.3,8.0,54725904,50588836,4137068,8,4744,3667952,114116,1438252,1077952832,23240,2627,0,1,10,76,11215,73366
102,2784,both_mugs.jpg,90.3,7.9,54725904,50588836,4137068,8,4744,3667952,112428,1436772,1077952832,23490,2645,0,1,10,76,11215,73117
103,2799,both_mugs.jpg,84.3,7.9,54725904,50588836,4137068,8,4744,3667952,111396,1435740,1077952832,23729,2661,0,1,10,76,11215,73405
104,2797,both_mugs.jpg,93.5,8.1,54725904,50588684,4137220,8,4896,3667952,108476,1432976,1077952832,23985,2690,0,1,10,76,11215,74259
105,2802,both_mugs.jpg,83.8,8.1,54725904,50588684,4137220,8,4896,3667952,106024,1430532,1077952832,24226,2713,0,1,10,76,11215,74170
106,2803,both_mugs.jpg,103,8.0,54725904,50588684,4137220,8,4896,3667952,105000,1429508,1077952832,24460,2746,0,1,10,76,11215,73797
107,2783,both_mugs.jpg,90.6,8.0,54725904,50588684,4137220,8,4896,3667952,103348,1427864,1077952832,24694,2771,0,1,10,76,11215,73283
108,2784,both_mugs.jpg,90.6,7.6,54725904,50588532,4137372,8,5048,3667952,110540,1435208,1077952832,24965,2789,0,1,10,76,11215,72021
109,2783,both_mugs.jpg,90.6,7.9,54725904,50588532,4137372,8,5048,3667952,109160,1433828,1077952832,25207,2812,0,1,10,76,11215,72471
110,2783,both_mugs.jpg,93.5,8.0,54725904,50588532,4137372,8,5048,3667952,109100,1433780,1077952832,25462,2835,0,1,10,76,11215,72522
111,2786,both_mugs.jpg,90.3,7.8,54725904,50588380,4137524,8,5200,3667952,110104,1434936,1077952832,25716,2859,0,1,10,76,11215,72192
112,2805,both_mugs.jpg,90.6,7.8,54725904,50588380,4137524,8,5200,3667952,110364,1435196,1077952832,25956,2883,0,1,10,76,11215,72312
113,2804,both_mugs.jpg,96.8,7.8,54725904,50588380,4137524,8,5200,3667952,110144,1434984,1077952832,26201,2908,0,1,10,76,11215,72049
114,2796,both_mugs.jpg,96.8,7.8,54725904,50588380,4137524,8,5200,3667952,108048,1432888,1077952832,26451,2927,0,1,10,76,11215,72481
115,2788,both_mugs.jpg,93.7,8.0,54725904,50588228,4137676,8,5352,3667952,107472,1432468,1077952832,26705,2945,0,1,10,76,11215,73808
116,2811,both_mugs.jpg,96.9,8.0,54725904,50588228,4137676,8,5352,3667952,104164,1429180,1077952832,26933,2975,0,1,10,76,11215,73450
117,2781,both_mugs.jpg,96.8,8.0,54725904,50588228,4137676,8,5352,3667952,106876,1431892,1077952832,27181,3002,0,1,10,76,11215,74036
118,2780,both_mugs.jpg,90.6,8.0,54725904,50588228,4137676,8,5504,3667952,104220,1429244,1077952832,27443,3028,0,1,10,76,11215,73092
119,2800,both_mugs.jpg,93.7,7.8,54725904,50588076,4137828,8,5504,3667952,113256,1438432,1077952832,27681,3058,0,1,10,76,11215,71654
120,2786,both_mugs.jpg,78.1,7.7,54725904,50588076,4137828,8,5504,3667952,113224,1438408,1077952832,27916,3084,0,1,10,76,11215,71175
/storage/self/primary/Android/data/edu.temple.attack_prototypes.vuforia.v1_3d/files/: 41 files pulled. 16.0 MB/s (5545367 bytes in 0.331s)

--------------------------------------------------------------------------------
	 MAR SECURITY - APPLICATION TESTING TRIAL COMPLETE
--------------------------------------------------------------------------------
Output available: output/mugtracker3D_v1/sanityCheck3D.2019-11-11.203057.csv
Snapshots available: output/mugtracker3D_v1/snapshots/
--------------------------------------------------------------------------------

