
--------------------------------------------------------------------------------
    MAR SECURITY - AUTOMATED TEST SUITE
--------------------------------------------------------------------------------


--------------------------------------------------------------------------------
    MAR SECURITY - TESTING APPLICATION: mugtracker2D_v1
--------------------------------------------------------------------------------

Application output directory created at: output/mugtracker2D_v1
Output will be written to file: sanityCheck2D.2019-11-11.193847.csv

Running test script with params: 
	 Application package name: 		 edu.temple.attack_prototypes.vuforia.v1_2d
	 Application local name: 		 mugtracker2D_v1
	 Run time (min): 			 10
	 Data collection interval (seconds): 	 5
	 Total number of trials: 		 120
	 Reading from image directory: 		 /Users/slehr/Projects/MAR_Security/scripts/imgs
	 Reading from image file list: 		 sanityCheck2D

  bash arg: -p
  bash arg: edu.temple.attack_prototypes.vuforia.v1_2d
  bash arg: 1
Events injected: 1
## Network stats: elapsed time=40ms (0ms mobile, 0ms wifi, 40ms not connected)

--------------------------------------------------------------------------------

App PID: 9590
Trial start time (ms): 1573519127181

TRIAL,ELAPSED_TIME_MS,IMG_FILE,CPU_PERC,MEM_PERC,EM_STOR_SIZE_KB,EM_STOR_AVAIL_KB,EM_STOR_USED_KB,EM_STOR_USE_PERC,APP_DIR_SIZE_KB,TOTAL_MEM_KB,FREE_MEM_KB,AVAIL_MEM_KB,FLAGS,UTIME,STIME,CUTIME,CSTIME,PRIORITY,NUM_THREADS,START_TIME,RSS
25,2745,blank.png,56.6,6.0,54725904,50591256,4134648,8,2008,3667952,153268,1389400,1077952832,7435,1087,0,1,10,77,12165,55624
26,2757,blank.png,61.2,6.0,54725904,50591256,4134648,8,2008,3667952,149184,1385320,1077952832,7596,1104,0,1,10,77,12165,55839
27,2773,blank.png,58.0,6.0,54725904,50591256,4134648,8,2008,3667952,150304,1386444,1077952832,7735,1117,0,1,10,77,12165,55709
28,2770,blank.png,54.8,6.5,54725904,50591148,4134756,8,2112,3667952,147272,1383528,1077952832,7882,1136,0,1,10,77,12165,60401
29,2764,blank.png,54.8,6.6,54725904,50591148,4134756,8,2112,3667952,147820,1384076,1077952832,8023,1150,0,1,10,77,12165,60511
30,2794,blank.png,58.0,6.6,54725904,50591148,4134756,8,2112,3667952,146320,1382584,1077952832,8158,1173,0,1,10,77,12165,60600
31,2834,coca_cola.jpg,90.3,6.6,54725904,50591044,4134860,8,2216,3667952,144104,1380472,1077952832,8312,1191,0,1,10,79,12165,60612
32,2787,coca_cola.jpg,54.8,6.6,54725904,50591044,4134860,8,2216,3667952,141992,1378360,1077952832,8447,1211,0,1,10,77,12165,60613
33,2789,coca_cola.jpg,53.1,6.5,54725904,50591044,4134860,8,2216,3667952,141772,1378144,1077952832,8576,1231,0,1,10,77,12165,60513
34,2790,coca_cola.jpg,53.1,6.6,54725904,50591044,4134860,8,2216,3667952,140808,1377184,1077952832,8719,1239,0,1,10,77,12165,60658
35,2784,coca_cola.jpg,50.0,6.6,54725904,50590936,4134968,8,2324,3667952,139412,1375896,1077952832,8867,1275,0,1,10,77,12165,60599
36,2776,coca_cola.jpg,56.2,6.6,54725904,50590936,4134968,8,2324,3667952,139236,1375720,1077952832,9003,1299,0,1,10,77,12165,60676
37,2785,coca_cola.jpg,53.1,6.4,54725904,50590936,4134968,8,2324,3667952,153476,1389968,1077952832,9153,1309,0,1,10,77,12165,57146
38,2771,coca_cola.jpg,56.2,6.2,54725904,50590936,4134968,8,2324,3667952,152192,1388884,1077952832,9290,1328,0,1,10,77,12165,57138
39,2782,coca_cola.jpg,56.2,6.2,54725904,50590828,4135076,8,2432,3667952,149852,1386652,1077952832,9435,1347,0,1,10,77,12165,57084
40,2799,coca_cola.jpg,53.1,6.2,54725904,50590828,4135076,8,2432,3667952,149452,1386260,1077952832,9571,1366,0,1,10,77,12165,57002
41,2780,coca_cola.jpg,58.0,6.2,54725904,50590828,4135076,8,2432,3667952,149788,1386596,1077952832,9712,1380,0,1,10,77,12165,56951
42,2773,coca_cola.jpg,58.0,6.2,54725904,50590720,4135184,8,2540,3667952,146048,1382972,1077952832,9858,1399,0,1,10,77,12165,56971
43,2800,coca_cola.jpg,56.2,6.3,54725904,50590720,4135184,8,2540,3667952,145316,1382240,1077952832,9988,1426,0,1,10,77,12165,58023
44,2808,coca_cola.jpg,53.1,6.3,54725904,50590720,4135184,8,2540,3667952,147072,1385088,1077952832,10126,1448,0,1,10,77,12165,58023
45,2753,coca_cola.jpg,143,6.3,54725904,50590720,4135184,8,2540,3667952,139024,1377040,1077952832,10319,1466,0,1,10,77,12165,58469
46,2771,coca_cola.jpg,56.2,6.6,54725904,50590612,4135292,8,2648,3667952,142360,1380488,1077952832,10464,1490,0,1,10,77,12165,60852
47,2795,coca_cola.jpg,56.2,6.6,54725904,50590612,4135292,8,2648,3667952,141516,1379652,1077952832,10606,1503,0,1,10,77,12165,61029
48,2775,coca_cola.jpg,61.2,6.6,54725904,50590612,4135292,8,2648,3667952,142328,1380464,1077952832,10750,1516,0,1,10,77,12165,61171
49,2788,coca_cola.jpg,53.1,6.6,54725904,50590612,4135292,8,2648,3667952,139360,1377840,1077952832,10871,1551,0,1,10,77,12165,61169
50,2820,coca_cola.jpg,53.1,6.6,54725904,50590500,4135404,8,2756,3667952,138036,1376636,1077952832,11021,1573,0,1,10,77,12165,61088
51,2808,coca_cola.jpg,64.5,6.6,54725904,50590500,4135404,8,2756,3667952,136764,1375364,1077952832,11153,1603,0,1,10,77,12165,61526
52,2801,coca_cola.jpg,59.3,6.7,54725904,50590500,4135404,8,2756,3667952,136540,1375148,1077952832,11295,1620,0,1,10,77,12165,61536
53,2790,coca_cola.jpg,58.0,6.7,54725904,50590392,4135512,8,2864,3667952,134216,1372936,1077952832,11436,1648,0,1,10,77,12165,61473
54,2779,coca_cola.jpg,54.8,6.6,54725904,50590392,4135512,8,2864,3667952,132764,1371484,1077952832,11563,1672,0,1,10,77,12165,61366
55,2791,coca_cola.jpg,56.2,6.7,54725904,50590320,4135584,8,2864,3667952,130700,1369748,1077952832,11698,1694,0,1,10,77,12165,61622
56,2796,coca_cola.jpg,51.6,6.7,54725904,50590296,4135608,8,2864,3667952,133512,1374264,1077952832,11832,1713,0,1,10,77,12165,61607
57,2786,coca_cola.jpg,56.2,6.5,54725904,50590188,4135716,8,2972,3667952,144792,1386140,1077952832,11984,1741,0,1,10,77,12165,59684
58,2786,coca_cola.jpg,53.1,6.4,54725904,50590188,4135716,8,2972,3667952,145320,1386676,1077952832,12126,1758,0,1,10,77,12165,59431
59,2783,coca_cola.jpg,54.8,6.5,54725904,50590188,4135716,8,2972,3667952,145248,1387448,1077952832,12262,1779,0,1,10,77,12165,59606
60,2779,coca_cola.jpg,65.6,6.4,54725904,50590080,4135824,8,3080,3667952,143828,1386036,1077952832,12408,1799,0,1,10,77,12165,59545
61,2864,dr_pepper.jpg,59.3,6.4,54725904,50590080,4135824,8,3080,3667952,142800,1385280,1077952832,12550,1823,0,1,10,79,12165,59498
62,2794,dr_pepper.jpg,56.2,6.4,54725904,50590080,4135824,8,3080,3667952,142908,1385400,1077952832,12703,1840,0,1,10,77,12165,59532
63,2781,dr_pepper.jpg,58.0,6.4,54725904,50590080,4135824,8,3080,3667952,141076,1383568,1077952832,12849,1862,0,1,10,77,12165,59562
64,2775,dr_pepper.jpg,54.8,6.4,54725904,50589924,4135980,8,3236,3667952,139716,1382372,1077952832,13015,1879,0,1,10,77,12165,59414
65,2782,dr_pepper.jpg,58.0,6.4,54725904,50589924,4135980,8,3236,3667952,139524,1382180,1077952832,13166,1896,0,1,10,77,12165,59187
66,2774,dr_pepper.jpg,59.3,6.4,54725904,50589924,4135980,8,3236,3667952,140004,1382676,1077952832,13306,1917,0,1,10,77,12165,59300
67,2778,dr_pepper.jpg,65.6,6.4,54725904,50589924,4135980,8,3236,3667952,139164,1381836,1077952832,13447,1937,0,1,10,77,12165,59182
68,2788,dr_pepper.jpg,56.2,6.4,54725904,50589768,4136136,8,3392,3667952,137600,1380440,1077952832,13603,1963,0,1,10,77,12165,58820
69,2782,dr_pepper.jpg,58.0,6.4,54725904,50589768,4136136,8,3392,3667952,135672,1378840,1077952832,13757,1975,0,1,10,77,12165,59035
70,2778,dr_pepper.jpg,59.3,6.4,54725904,50589768,4136136,8,3392,3667952,136252,1379756,1077952832,13905,1992,0,1,10,77,12165,58927
71,2777,dr_pepper.jpg,103,6.3,54725904,50589604,4136300,8,3548,3667952,133900,1377564,1077952832,14065,2015,0,1,10,77,12165,58357
72,2746,dr_pepper.jpg,87.5,6.4,54725904,50589604,4136300,8,3548,3667952,141052,1384720,1077952832,14216,2034,0,1,10,77,12165,57024
73,2760,dr_pepper.jpg,56.2,6.1,54725904,50589604,4136300,8,3548,3667952,148372,1392048,1077952832,14363,2057,0,1,10,77,12165,56247
74,2768,dr_pepper.jpg,56.2,6.1,54725904,50589604,4136300,8,3548,3667952,149536,1393212,1077952832,14509,2077,0,1,10,77,12165,56118
75,2780,dr_pepper.jpg,56.2,6.1,54725904,50589448,4136456,8,3704,3667952,147644,1391480,1077952832,14677,2086,0,1,10,77,12165,56212
76,2789,dr_pepper.jpg,59.3,6.1,54725904,50589448,4136456,8,3704,3667952,147152,1390988,1077952832,14823,2103,0,1,10,77,12165,56111
77,2780,dr_pepper.jpg,58.0,6.1,54725904,50589448,4136456,8,3704,3667952,144120,1387964,1077952832,14961,2129,0,1,10,77,12165,55987
78,2779,dr_pepper.jpg,58.0,6.1,54725904,50589448,4136456,8,3704,3667952,142840,1386684,1077952832,15107,2150,0,1,10,77,12165,56345
79,2774,dr_pepper.jpg,61.2,6.1,54725904,50589292,4136612,8,3860,3667952,140448,1384456,1077952832,15270,2170,0,1,10,77,12165,56494
80,2750,dr_pepper.jpg,56.2,6.1,54725904,50589292,4136612,8,3860,3667952,136852,1380860,1077952832,15438,2183,0,1,10,77,12165,56375
81,2783,dr_pepper.jpg,58.0,6.1,54725904,50589292,4136612,8,3860,3667952,141240,1385256,1077952832,15585,2205,0,1,10,77,12165,56729
82,2780,dr_pepper.jpg,106,6.1,54725904,50589136,4136768,8,4016,3667952,138504,1382680,1077952832,15743,2227,0,1,10,77,12165,56431
83,2796,dr_pepper.jpg,56.2,6.1,54725904,50589136,4136768,8,4016,3667952,137256,1381432,1077952832,15882,2255,0,1,10,77,12165,56642
84,2801,dr_pepper.jpg,56.2,6.1,54725904,50589136,4136768,8,4016,3667952,137660,1381844,1077952832,16027,2275,0,1,10,77,12165,56582
85,2781,dr_pepper.jpg,56.2,6.1,54725904,50589136,4136768,8,4016,3667952,136364,1380548,1077952832,16165,2298,0,1,10,77,12165,56600
86,2782,dr_pepper.jpg,62.5,6.1,54725904,50588980,4136924,8,4172,3667952,134612,1378960,1077952832,16318,2317,0,1,10,77,12165,56454
87,2787,dr_pepper.jpg,56.2,6.1,54725904,50588980,4136924,8,4172,3667952,141672,1386064,1077952832,16461,2338,0,1,10,77,12165,56775
88,2795,dr_pepper.jpg,56.2,6.2,54725904,50588980,4136924,8,4172,3667952,140848,1385244,1077952832,16610,2357,0,1,10,77,12165,57039
89,2775,dr_pepper.jpg,56.2,5.9,54725904,50588980,4136924,8,4172,3667952,151216,1395612,1077952832,16756,2383,0,1,10,77,12165,54331
90,2781,dr_pepper.jpg,154,5.9,54725904,50588824,4137080,8,4328,3667952,143496,1388060,1077952832,16948,2403,0,1,10,77,12165,54017
91,2813,both_sodas.jpg,61.2,5.9,54725904,50588824,4137080,8,4328,3667952,148348,1392956,1077952832,17099,2424,0,1,10,79,12165,54140
92,2772,both_sodas.jpg,56.2,5.9,54725904,50588824,4137080,8,4328,3667952,147832,1392444,1077952832,17251,2447,0,1,10,77,12165,54324
93,2781,both_sodas.jpg,59.3,5.9,54725904,50588696,4137208,8,4456,3667952,145032,1389772,1077952832,17420,2465,0,1,10,77,12165,54189
94,2752,both_sodas.jpg,62.5,5.8,54725904,50588696,4137208,8,4456,3667952,145580,1390320,1077952832,17562,2487,0,1,10,77,12165,53991
95,2782,both_sodas.jpg,58.0,5.9,54725904,50588696,4137208,8,4456,3667952,144292,1389040,1077952832,17706,2509,0,1,10,77,12165,54492
96,2800,both_sodas.jpg,59.3,5.9,54725904,50588696,4137208,8,4456,3667952,143340,1388088,1077952832,17860,2525,0,1,10,77,12165,54581
97,2784,both_sodas.jpg,56.2,5.9,54725904,50588568,4137336,8,4584,3667952,141020,1385908,1077952832,18023,2541,0,1,10,77,12165,54374
98,2787,both_sodas.jpg,62.5,5.9,54725904,50588568,4137336,8,4584,3667952,138512,1383408,1077952832,18172,2561,0,1,10,77,12165,54211
99,2789,both_sodas.jpg,62.5,5.9,54725904,50588568,4137336,8,4584,3667952,137976,1382872,1077952832,18322,2580,0,1,10,77,12165,54098
100,2784,both_sodas.jpg,62.5,5.9,54725904,50588564,4137340,8,4584,3667952,134676,1379584,1077952832,18510,2591,0,1,10,77,12165,53937
101,2785,both_sodas.jpg,62.5,5.9,54725904,50588436,4137468,8,4712,3667952,134996,1380032,1077952832,18669,2609,0,1,10,77,12165,54899
102,2793,both_sodas.jpg,58.0,5.9,54725904,50588436,4137468,8,4712,3667952,135680,1380724,1077952832,18817,2630,0,1,10,77,12165,54632
103,2779,both_sodas.jpg,62.5,5.9,54725904,50588436,4137468,8,4712,3667952,134928,1379972,1077952832,18966,2649,0,1,10,77,12165,54727
104,2797,both_sodas.jpg,56.2,5.9,54725904,50588308,4137596,8,4840,3667952,132828,1378008,1077952832,19126,2669,0,1,10,77,12165,54674
105,2780,both_sodas.jpg,64.5,5.9,54725904,50588308,4137596,8,4840,3667952,131804,1376984,1077952832,19277,2688,0,1,10,77,12165,54698
106,2784,both_sodas.jpg,56.2,5.5,54725904,50588308,4137596,8,4840,3667952,145036,1390224,1077952832,19427,2714,0,1,10,77,12165,51292
107,2796,both_sodas.jpg,53.1,5.5,54725904,50588308,4137596,8,4840,3667952,148384,1393572,1077952832,19574,2734,0,1,10,77,12165,51183
108,2784,both_sodas.jpg,67.7,5.6,54725904,50588180,4137724,8,4968,3667952,145192,1390512,1077952832,19738,2752,0,1,10,77,12165,51388
109,2789,both_sodas.jpg,64.5,5.6,54725904,50588180,4137724,8,4968,3667952,144944,1390296,1077952832,19874,2780,0,1,10,77,12165,51423
110,2783,both_sodas.jpg,67.7,5.6,54725904,50588180,4137724,8,4968,3667952,132888,1378240,1077952832,20084,2795,0,1,10,77,12165,53759
111,2764,both_sodas.jpg,61.2,5.8,54725904,50588180,4137724,8,5096,3667952,135232,1380592,1077952832,20261,2811,0,1,10,77,12165,53833
112,2784,both_sodas.jpg,62.5,5.8,54725904,50588052,4137852,8,5096,3667952,131216,1376704,1077952832,20418,2835,0,1,10,77,12165,53668
113,2768,both_sodas.jpg,64.5,5.8,54725904,50588052,4137852,8,5096,3667952,131524,1377020,1077952832,20568,2860,0,1,10,77,12165,53701
114,2784,both_sodas.jpg,68.7,5.8,54725904,50588048,4137856,8,5096,3667952,134444,1379940,1077952832,20731,2872,0,1,10,77,12165,53491
115,2782,both_sodas.jpg,59.3,5.8,54725904,50587920,4137984,8,5224,3667952,130520,1376148,1077952832,20892,2899,0,1,10,77,12165,53277
116,2786,both_sodas.jpg,61.2,5.7,54725904,50587920,4137984,8,5224,3667952,128544,1374180,1077952832,21043,2925,0,1,10,77,12165,53040
117,2781,both_sodas.jpg,59.3,5.8,54725904,50587920,4137984,8,5224,3667952,128732,1374368,1077952832,21202,2946,0,1,10,77,12165,53745
118,2782,both_sodas.jpg,59.3,5.8,54725904,50587920,4137984,8,5224,3667952,127816,1373456,1077952832,21356,2969,0,1,10,77,12165,53735
119,2792,both_sodas.jpg,59.3,5.8,54725904,50587792,4138112,8,5352,3667952,136184,1374340,1077952832,21523,2991,0,1,10,77,12165,53528
120,2772,both_sodas.jpg,64.5,5.8,54725904,50587792,4138112,8,5352,3667952,135356,1373524,1077952832,21670,3018,0,1,10,77,12165,53735
/storage/self/primary/Android/data/edu.temple.attack_prototypes.vuforia.v1_2d/files/: 43 files pulled. 15.6 MB/s (5412441 bytes in 0.331s)

--------------------------------------------------------------------------------
	 MAR SECURITY - APPLICATION TESTING TRIAL COMPLETE
--------------------------------------------------------------------------------
Output available: output/mugtracker2D_v1/sanityCheck2D.2019-11-11.193847.csv
Snapshots available: output/mugtracker2D_v1/snapshots/
--------------------------------------------------------------------------------

