RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
91,20201230_092344,59,1000,16.94915254,5.90E-05,5.90E+01
92,20201230_092345,60,1000,16.66666667,6.00E-05,6.00E+01
93,20201230_092346,60,1001,16.68333333,5.99E-05,5.99E+01
94,20201230_092347,57,1000,17.54385965,5.70E-05,5.70E+01
95,20201230_092348,59,1002,16.98305085,5.89E-05,5.89E+01
96,20201230_092349,59,1000,16.94915254,5.90E-05,5.90E+01
97,20201230_092350,59,1001,16.96610169,5.89E-05,5.89E+01
98,20201230_092351,60,1000,16.66666667,6.00E-05,6.00E+01
99,20201230_092352,59,1001,16.96610169,5.89E-05,5.89E+01
100,20201230_092353,60,1001,16.68333333,5.99E-05,5.99E+01
101,20201230_092354,60,1000,16.66666667,6.00E-05,6.00E+01
102,20201230_092355,59,1001,16.96610169,5.89E-05,5.89E+01
103,20201230_092356,60,1001,16.68333333,5.99E-05,5.99E+01
104,20201230_092357,59,1000,16.94915254,5.90E-05,5.90E+01
105,20201230_092358,58,1001,17.25862069,5.79E-05,5.79E+01
106,20201230_092359,59,1000,16.94915254,5.90E-05,5.90E+01
107,20201230_092400,60,1002,16.7,5.99E-05,5.99E+01
108,20201230_092401,59,1000,16.94915254,5.90E-05,5.90E+01
109,20201230_092402,58,1001,17.25862069,5.79E-05,5.79E+01
110,20201230_092403,59,1000,16.94915254,5.90E-05,5.90E+01
111,20201230_092404,59,1001,16.96610169,5.89E-05,5.89E+01
112,20201230_092405,59,1004,17.01694915,5.88E-05,5.88E+01
113,20201230_092406,59,1014,17.18644068,5.82E-05,5.82E+01
114,20201230_092407,60,1001,16.68333333,5.99E-05,5.99E+01
115,20201230_092408,59,1000,16.94915254,5.90E-05,5.90E+01
116,20201230_092409,58,1001,17.25862069,5.79E-05,5.79E+01
117,20201230_092410,59,1000,16.94915254,5.90E-05,5.90E+01
118,20201230_092411,60,1001,16.68333333,5.99E-05,5.99E+01
119,20201230_092412,59,1001,16.96610169,5.89E-05,5.89E+01
120,20201230_092413,60,1001,16.68333333,5.99E-05,5.99E+01
121,20201230_092414,59,1000,16.94915254,5.90E-05,5.90E+01
122,20201230_092415,59,1001,16.96610169,5.89E-05,5.89E+01
123,20201230_092416,58,1001,17.25862069,5.79E-05,5.79E+01
124,20201230_092417,59,1000,16.94915254,5.90E-05,5.90E+01
125,20201230_092418,59,1001,16.96610169,5.89E-05,5.89E+01
126,20201230_092419,59,1001,16.96610169,5.89E-05,5.89E+01
127,20201230_092420,58,1001,17.25862069,5.79E-05,5.79E+01
128,20201230_092421,59,1000,16.94915254,5.90E-05,5.90E+01
129,20201230_092422,59,1001,16.96610169,5.89E-05,5.89E+01
130,20201230_092423,58,1000,17.24137931,5.80E-05,5.80E+01
131,20201230_092424,60,1001,16.68333333,5.99E-05,5.99E+01
132,20201230_092425,59,1000,16.94915254,5.90E-05,5.90E+01
133,20201230_092426,59,1001,16.96610169,5.89E-05,5.89E+01
134,20201230_092427,58,1001,17.25862069,5.79E-05,5.79E+01
135,20201230_092428,59,1000,16.94915254,5.90E-05,5.90E+01
136,20201230_092429,58,1001,17.25862069,5.79E-05,5.79E+01
137,20201230_092430,60,1001,16.68333333,5.99E-05,5.99E+01
138,20201230_092431,58,1004,17.31034483,5.78E-05,5.78E+01
139,20201230_092432,60,1014,16.9,5.92E-05,5.92E+01
140,20201230_092433,59,1001,16.96610169,5.89E-05,5.89E+01
141,20201230_092434,58,1000,17.24137931,5.80E-05,5.80E+01
142,20201230_092435,59,1001,16.96610169,5.89E-05,5.89E+01
143,20201230_092436,58,1000,17.24137931,5.80E-05,5.80E+01
144,20201230_092437,59,1000,16.94915254,5.90E-05,5.90E+01
145,20201230_092438,59,1002,16.98305085,5.89E-05,5.89E+01
146,20201230_092439,56,1000,17.85714286,5.60E-05,5.60E+01
147,20201230_092440,59,1001,16.96610169,5.89E-05,5.89E+01
148,20201230_092441,58,1006,17.34482759,5.77E-05,5.77E+01
149,20201230_092442,60,1012,16.86666667,5.93E-05,5.93E+01
150,20201230_092443,58,1001,17.25862069,5.79E-05,5.79E+01
151,20201230_092444,58,1001,17.25862069,5.79E-05,5.79E+01
152,20201230_092445,59,1000,16.94915254,5.90E-05,5.90E+01
153,20201230_092446,59,1001,16.96610169,5.89E-05,5.89E+01
154,20201230_092447,58,1001,17.25862069,5.79E-05,5.79E+01
155,20201230_092448,59,1000,16.94915254,5.90E-05,5.90E+01
156,20201230_092449,59,1001,16.96610169,5.89E-05,5.89E+01
157,20201230_092450,59,1001,16.96610169,5.89E-05,5.89E+01
158,20201230_092451,59,1001,16.96610169,5.89E-05,5.89E+01
159,20201230_092452,58,1001,17.25862069,5.79E-05,5.79E+01
160,20201230_092453,59,1001,16.96610169,5.89E-05,5.89E+01
161,20201230_092454,58,1011,17.43103448,5.74E-05,5.74E+01
162,20201230_092456,60,1008,16.8,5.95E-05,5.95E+01
163,20201230_092457,59,1000,16.94915254,5.90E-05,5.90E+01
164,20201230_092458,58,1001,17.25862069,5.79E-05,5.79E+01
165,20201230_092459,59,1001,16.96610169,5.89E-05,5.89E+01
166,20201230_092500,59,1029,17.44067797,5.73E-05,5.73E+01
167,20201230_092501,60,1005,16.75,5.97E-05,5.97E+01
168,20201230_092502,60,1001,16.68333333,5.99E-05,5.99E+01
169,20201230_092503,57,1000,17.54385965,5.70E-05,5.70E+01
170,20201230_092504,59,1001,16.96610169,5.89E-05,5.89E+01
171,20201230_092505,59,1001,16.96610169,5.89E-05,5.89E+01
172,20201230_092506,58,1000,17.24137931,5.80E-05,5.80E+01
173,20201230_092507,59,1001,16.96610169,5.89E-05,5.89E+01
174,20201230_092508,59,1000,16.94915254,5.90E-05,5.90E+01
175,20201230_092509,60,1002,16.7,5.99E-05,5.99E+01
176,20201230_092510,59,1000,16.94915254,5.90E-05,5.90E+01
177,20201230_092511,59,1001,16.96610169,5.89E-05,5.89E+01
178,20201230_092512,59,1000,16.94915254,5.90E-05,5.90E+01
179,20201230_092513,58,1001,17.25862069,5.79E-05,5.79E+01
180,20201230_092514,59,1001,16.96610169,5.89E-05,5.89E+01
181,20201230_092515,59,1000,16.94915254,5.90E-05,5.90E+01
