RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
128,20201230_060704,60,1002,16.7,5.99E-05,5.99E+01
129,20201230_060705,59,1000,16.94915254,5.90E-05,5.90E+01
130,20201230_060706,59,1001,16.96610169,5.89E-05,5.89E+01
131,20201230_060707,59,1001,16.96610169,5.89E-05,5.89E+01
132,20201230_060708,59,1001,16.96610169,5.89E-05,5.89E+01
133,20201230_060709,59,1001,16.96610169,5.89E-05,5.89E+01
134,20201230_060710,58,1001,17.25862069,5.79E-05,5.79E+01
135,20201230_060711,59,1000,16.94915254,5.90E-05,5.90E+01
136,20201230_060712,59,1002,16.98305085,5.89E-05,5.89E+01
137,20201230_060713,59,1000,16.94915254,5.90E-05,5.90E+01
138,20201230_060714,59,1001,16.96610169,5.89E-05,5.89E+01
139,20201230_060715,59,1001,16.96610169,5.89E-05,5.89E+01
140,20201230_060716,59,1001,16.96610169,5.89E-05,5.89E+01
141,20201230_060717,59,1001,16.96610169,5.89E-05,5.89E+01
142,20201230_060718,58,1000,17.24137931,5.80E-05,5.80E+01
143,20201230_060719,59,1001,16.96610169,5.89E-05,5.89E+01
144,20201230_060720,59,1001,16.96610169,5.89E-05,5.89E+01
145,20201230_060721,60,1001,16.68333333,5.99E-05,5.99E+01
146,20201230_060722,60,1001,16.68333333,5.99E-05,5.99E+01
147,20201230_060723,60,1000,16.66666667,6.00E-05,6.00E+01
148,20201230_060724,59,1002,16.98305085,5.89E-05,5.89E+01
149,20201230_060725,59,1000,16.94915254,5.90E-05,5.90E+01
150,20201230_060726,58,1001,17.25862069,5.79E-05,5.79E+01
151,20201230_060727,60,1001,16.68333333,5.99E-05,5.99E+01
152,20201230_060728,58,1001,17.25862069,5.79E-05,5.79E+01
153,20201230_060729,59,1000,16.94915254,5.90E-05,5.90E+01
154,20201230_060730,59,1001,16.96610169,5.89E-05,5.89E+01
155,20201230_060731,60,1001,16.68333333,5.99E-05,5.99E+01
156,20201230_060732,60,1000,16.66666667,6.00E-05,6.00E+01
157,20201230_060733,60,1020,17,5.88E-05,5.88E+01
158,20201230_060734,60,1015,16.91666667,5.91E-05,5.91E+01
159,20201230_060735,59,1001,16.96610169,5.89E-05,5.89E+01
160,20201230_060736,59,1001,16.96610169,5.89E-05,5.89E+01
161,20201230_060737,60,1001,16.68333333,5.99E-05,5.99E+01
162,20201230_060738,60,1021,17.01666667,5.88E-05,5.88E+01
163,20201230_060739,61,1014,16.62295082,6.02E-05,6.02E+01
164,20201230_060740,59,1001,16.96610169,5.89E-05,5.89E+01
165,20201230_060741,58,1001,17.25862069,5.79E-05,5.79E+01
166,20201230_060742,59,1000,16.94915254,5.90E-05,5.90E+01
167,20201230_060743,59,1001,16.96610169,5.89E-05,5.89E+01
168,20201230_060744,59,1002,16.98305085,5.89E-05,5.89E+01
169,20201230_060745,59,1000,16.94915254,5.90E-05,5.90E+01
170,20201230_060746,58,1001,17.25862069,5.79E-05,5.79E+01
171,20201230_060747,58,1002,17.27586207,5.79E-05,5.79E+01
172,20201230_060748,59,1000,16.94915254,5.90E-05,5.90E+01
173,20201230_060749,60,1001,16.68333333,5.99E-05,5.99E+01
174,20201230_060750,58,1000,17.24137931,5.80E-05,5.80E+01
175,20201230_060751,60,1001,16.68333333,5.99E-05,5.99E+01
176,20201230_060752,60,1001,16.68333333,5.99E-05,5.99E+01
177,20201230_060753,59,1000,16.94915254,5.90E-05,5.90E+01
178,20201230_060754,59,1001,16.96610169,5.89E-05,5.89E+01
179,20201230_060755,60,1002,16.7,5.99E-05,5.99E+01
180,20201230_060756,60,1000,16.66666667,6.00E-05,6.00E+01
