RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
85,20201230_071322,59,1000,16.94915254,5.90E-05,5.90E+01
86,20201230_071323,59,1001,16.96610169,5.89E-05,5.89E+01
87,20201230_071324,59,1000,16.94915254,5.90E-05,5.90E+01
88,20201230_071325,59,1001,16.96610169,5.89E-05,5.89E+01
89,20201230_071326,60,1001,16.68333333,5.99E-05,5.99E+01
90,20201230_071327,59,1001,16.96610169,5.89E-05,5.89E+01
91,20201230_071328,58,1000,17.24137931,5.80E-05,5.80E+01
92,20201230_071329,60,1001,16.68333333,5.99E-05,5.99E+01
93,20201230_071330,59,1001,16.96610169,5.89E-05,5.89E+01
94,20201230_071331,60,1001,16.68333333,5.99E-05,5.99E+01
95,20201230_071332,58,1001,17.25862069,5.79E-05,5.79E+01
96,20201230_071333,58,1001,17.25862069,5.79E-05,5.79E+01
97,20201230_071334,59,1000,16.94915254,5.90E-05,5.90E+01
98,20201230_071335,58,1001,17.25862069,5.79E-05,5.79E+01
99,20201230_071336,60,1001,16.68333333,5.99E-05,5.99E+01
100,20201230_071337,59,1001,16.96610169,5.89E-05,5.89E+01
101,20201230_071338,60,1001,16.68333333,5.99E-05,5.99E+01
102,20201230_071339,59,1001,16.96610169,5.89E-05,5.89E+01
103,20201230_071340,59,1000,16.94915254,5.90E-05,5.90E+01
104,20201230_071341,58,1001,17.25862069,5.79E-05,5.79E+01
105,20201230_071342,60,1001,16.68333333,5.99E-05,5.99E+01
106,20201230_071343,60,1001,16.68333333,5.99E-05,5.99E+01
107,20201230_071344,59,1000,16.94915254,5.90E-05,5.90E+01
108,20201230_071345,60,1001,16.68333333,5.99E-05,5.99E+01
109,20201230_071346,58,1001,17.25862069,5.79E-05,5.79E+01
110,20201230_071347,60,1000,16.66666667,6.00E-05,6.00E+01
111,20201230_071348,59,1001,16.96610169,5.89E-05,5.89E+01
112,20201230_071349,59,1001,16.96610169,5.89E-05,5.89E+01
113,20201230_071350,59,1001,16.96610169,5.89E-05,5.89E+01
114,20201230_071351,59,1001,16.96610169,5.89E-05,5.89E+01
115,20201230_071352,59,1000,16.94915254,5.90E-05,5.90E+01
116,20201230_071353,59,1001,16.96610169,5.89E-05,5.89E+01
117,20201230_071354,58,1001,17.25862069,5.79E-05,5.79E+01
118,20201230_071355,59,1001,16.96610169,5.89E-05,5.89E+01
119,20201230_071356,58,1000,17.24137931,5.80E-05,5.80E+01
120,20201230_071357,60,1001,16.68333333,5.99E-05,5.99E+01
121,20201230_071358,59,1001,16.96610169,5.89E-05,5.89E+01
122,20201230_071359,60,1000,16.66666667,6.00E-05,6.00E+01
123,20201230_071400,59,1001,16.96610169,5.89E-05,5.89E+01
124,20201230_071401,58,1002,17.27586207,5.79E-05,5.79E+01
125,20201230_071402,59,1000,16.94915254,5.90E-05,5.90E+01
126,20201230_071403,58,1001,17.25862069,5.79E-05,5.79E+01
127,20201230_071404,59,1001,16.96610169,5.89E-05,5.89E+01
128,20201230_071405,59,1001,16.96610169,5.89E-05,5.89E+01
129,20201230_071406,59,1001,16.96610169,5.89E-05,5.89E+01
130,20201230_071407,60,1001,16.68333333,5.99E-05,5.99E+01
131,20201230_071408,58,1001,17.25862069,5.79E-05,5.79E+01
132,20201230_071409,59,1000,16.94915254,5.90E-05,5.90E+01
133,20201230_071410,59,1001,16.96610169,5.89E-05,5.89E+01
134,20201230_071411,59,1001,16.96610169,5.89E-05,5.89E+01
135,20201230_071412,58,1001,17.25862069,5.79E-05,5.79E+01
136,20201230_071413,59,1001,16.96610169,5.89E-05,5.89E+01
137,20201230_071414,58,1002,17.27586207,5.79E-05,5.79E+01
138,20201230_071415,59,1000,16.94915254,5.90E-05,5.90E+01
139,20201230_071416,59,1000,16.94915254,5.90E-05,5.90E+01
140,20201230_071417,59,1001,16.96610169,5.89E-05,5.89E+01
141,20201230_071418,60,1001,16.68333333,5.99E-05,5.99E+01
142,20201230_071419,58,1001,17.25862069,5.79E-05,5.79E+01
143,20201230_071420,59,1001,16.96610169,5.89E-05,5.89E+01
144,20201230_071421,59,1001,16.96610169,5.89E-05,5.89E+01
145,20201230_071422,58,1000,17.24137931,5.80E-05,5.80E+01
146,20201230_071423,59,1001,16.96610169,5.89E-05,5.89E+01
147,20201230_071424,59,1001,16.96610169,5.89E-05,5.89E+01
148,20201230_071425,59,1001,16.96610169,5.89E-05,5.89E+01
149,20201230_071426,59,1000,16.94915254,5.90E-05,5.90E+01
150,20201230_071427,59,1001,16.96610169,5.89E-05,5.89E+01
151,20201230_071428,59,1001,16.96610169,5.89E-05,5.89E+01
152,20201230_071429,59,1001,16.96610169,5.89E-05,5.89E+01
153,20201230_071430,58,1001,17.25862069,5.79E-05,5.79E+01
154,20201230_071431,60,1001,16.68333333,5.99E-05,5.99E+01
155,20201230_071432,59,1001,16.96610169,5.89E-05,5.89E+01
156,20201230_071433,59,1000,16.94915254,5.90E-05,5.90E+01
157,20201230_071434,59,1001,16.96610169,5.89E-05,5.89E+01
158,20201230_071435,58,1001,17.25862069,5.79E-05,5.79E+01
159,20201230_071436,59,1000,16.94915254,5.90E-05,5.90E+01
160,20201230_071437,58,1001,17.25862069,5.79E-05,5.79E+01
161,20201230_071438,59,1002,16.98305085,5.89E-05,5.89E+01
162,20201230_071439,59,1001,16.96610169,5.89E-05,5.89E+01
163,20201230_071440,58,1000,17.24137931,5.80E-05,5.80E+01
164,20201230_071441,59,1001,16.96610169,5.89E-05,5.89E+01
165,20201230_071442,58,1012,17.44827586,5.73E-05,5.73E+01
166,20201230_071443,60,1007,16.78333333,5.96E-05,5.96E+01
167,20201230_071444,59,1001,16.96610169,5.89E-05,5.89E+01
168,20201230_071445,58,1000,17.24137931,5.80E-05,5.80E+01
169,20201230_071446,59,1001,16.96610169,5.89E-05,5.89E+01
170,20201230_071447,59,1001,16.96610169,5.89E-05,5.89E+01
171,20201230_071448,60,1000,16.66666667,6.00E-05,6.00E+01
172,20201230_071449,60,1001,16.68333333,5.99E-05,5.99E+01
173,20201230_071450,59,1001,16.96610169,5.89E-05,5.89E+01
174,20201230_071451,59,1001,16.96610169,5.89E-05,5.89E+01
175,20201230_071452,59,1001,16.96610169,5.89E-05,5.89E+01
176,20201230_071453,58,1001,17.25862069,5.79E-05,5.79E+01
177,20201230_071454,59,1001,16.96610169,5.89E-05,5.89E+01
178,20201230_071455,58,1001,17.25862069,5.79E-05,5.79E+01
179,20201230_071456,59,1000,16.94915254,5.90E-05,5.90E+01
