RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
33.1,20201230_094331,60,1001,16.68333333,5.99E-05,5.99E+01
34.101,20201230_094332,59,1001,16.96610169,5.89E-05,5.89E+01
35.102,20201230_094333,58,1001,17.25862069,5.79E-05,5.79E+01
36.103,20201230_094334,59,1001,16.96610169,5.89E-05,5.89E+01
37.103,20201230_094335,60,1000,16.66666667,6.00E-05,6.00E+01
38.104,20201230_094336,59,1001,16.96610169,5.89E-05,5.89E+01
39.104,20201230_094337,59,1000,16.94915254,5.90E-05,5.90E+01
40.105,20201230_094338,60,1001,16.68333333,5.99E-05,5.99E+01
41.105,20201230_094339,60,1000,16.66666667,6.00E-05,6.00E+01
42.106,20201230_094340,60,1001,16.68333333,5.99E-05,5.99E+01
43.116,20201230_094341,60,1010,16.83333333,5.94E-05,5.94E+01
44.123,20201230_094342,61,1007,16.50819672,6.06E-05,6.06E+01
45.124,20201230_094343,60,1001,16.68333333,5.99E-05,5.99E+01
46.124,20201230_094344,60,1000,16.66666667,6.00E-05,6.00E+01
47.125,20201230_094345,60,1001,16.68333333,5.99E-05,5.99E+01
48.125,20201230_094346,60,1000,16.66666667,6.00E-05,6.00E+01
49.126,20201230_094347,60,1001,16.68333333,5.99E-05,5.99E+01
50.127,20201230_094348,60,1001,16.68333333,5.99E-05,5.99E+01
51.127,20201230_094349,60,1000,16.66666667,6.00E-05,6.00E+01
52.127,20201230_094350,60,1000,16.66666667,6.00E-05,6.00E+01
53.128,20201230_094351,60,1001,16.68333333,5.99E-05,5.99E+01
54.128,20201230_094352,59,1000,16.94915254,5.90E-05,5.90E+01
55.128,20201230_094353,59,1000,16.94915254,5.90E-05,5.90E+01
56.129,20201230_094354,58,1001,17.25862069,5.79E-05,5.79E+01
57.13,20201230_094355,59,1001,16.96610169,5.89E-05,5.89E+01
58.13,20201230_094356,60,1000,16.66666667,6.00E-05,6.00E+01
59.131,20201230_094357,58,1001,17.25862069,5.79E-05,5.79E+01
60.132,20201230_094358,60,1001,16.68333333,5.99E-05,5.99E+01
61.132,20201230_094359,60,1000,16.66666667,6.00E-05,6.00E+01
63.319,20201230_094401,59,2187,37.06779661,2.70E-05,2.70E+01
64.985,20201230_094403,37,1666,45.02702703,2.22E-05,2.22E+01
66.677,20201230_094404,37,1692,45.72972973,2.19E-05,2.19E+01
68.346,20201230_094406,37,1669,45.10810811,2.22E-05,2.22E+01
69.826,20201230_094408,38,1480,38.94736842,2.57E-05,2.57E+01
71.294,20201230_094409,37,1468,39.67567568,2.52E-05,2.52E+01
72.75,20201230_094410,37,1456,39.35135135,2.54E-05,2.54E+01
74.412,20201230_094412,38,1662,43.73684211,2.29E-05,2.29E+01
76.282,20201230_094414,42,1870,44.52380952,2.25E-05,2.25E+01
78.2,20201230_094416,42,1918,45.66666667,2.19E-05,2.19E+01
79.575,20201230_094417,40,1375,34.375,2.91E-05,2.91E+01
80.962,20201230_094419,39,1387,35.56410256,2.81E-05,2.81E+01
82.169,20201230_094420,43,1207,28.06976744,3.56E-05,3.56E+01
85.558,20201230_094423,50,3389,67.78,1.48E-05,1.48E+01
88.95,20201230_094427,50,3392,67.84,1.47E-05,1.47E+01
91.605,20201230_094429,46,2655,57.7173913,1.73E-05,1.73E+01
94.257,20201230_094432,46,2652,57.65217391,1.73E-05,1.73E+01
96.279,20201230_094434,43,2022,47.02325581,2.13E-05,2.13E+01
98.361,20201230_094436,46,2082,45.26086957,2.21E-05,2.21E+01
100.983,20201230_094439,50,2622,52.44,1.91E-05,1.91E+01
103.636,20201230_094441,49,2653,54.14285714,1.85E-05,1.85E+01
105.716,20201230_094443,45,2080,46.22222222,2.16E-05,2.16E+01
107.768,20201230_094446,46,2052,44.60869565,2.24E-05,2.24E+01
111.201,20201230_094449,55,3433,62.41818182,1.60E-05,1.60E+01
114.629,20201230_094452,54,3428,63.48148148,1.58E-05,1.58E+01
116.689,20201230_094454,46,2060,44.7826087,2.23E-05,2.23E+01
118.738,20201230_094456,47,2049,43.59574468,2.29E-05,2.29E+01
121.353,20201230_094459,49,2615,53.36734694,1.87E-05,1.87E+01
123.962,20201230_094502,49,2609,53.24489796,1.88E-05,1.88E+01
124.965,20201230_094503,59,1003,17,5.88E-05,5.88E+01
125.966,20201230_094504,58,1001,17.25862069,5.79E-05,5.79E+01
126.967,20201230_094505,60,1001,16.68333333,5.99E-05,5.99E+01
127.968,20201230_094506,58,1001,17.25862069,5.79E-05,5.79E+01
128.968,20201230_094507,59,1000,16.94915254,5.90E-05,5.90E+01
129.969,20201230_094508,58,1001,17.25862069,5.79E-05,5.79E+01
130.994,20201230_094509,59,1025,17.37288136,5.76E-05,5.76E+01
132.003,20201230_094510,60,1009,16.81666667,5.95E-05,5.95E+01
133.004,20201230_094511,59,1001,16.96610169,5.89E-05,5.89E+01
134.005,20201230_094512,60,1001,16.68333333,5.99E-05,5.99E+01
135.005,20201230_094513,58,1000,17.24137931,5.80E-05,5.80E+01
136.021,20201230_094514,58,1016,17.51724138,5.71E-05,5.71E+01
137.024,20201230_094515,59,1003,17,5.88E-05,5.88E+01
138.025,20201230_094516,59,1001,16.96610169,5.89E-05,5.89E+01
139.025,20201230_094517,59,1000,16.94915254,5.90E-05,5.90E+01
140.026,20201230_094518,58,1001,17.25862069,5.79E-05,5.79E+01
141.027,20201230_094519,59,1001,16.96610169,5.89E-05,5.89E+01
142.027,20201230_094520,58,1000,17.24137931,5.80E-05,5.80E+01
143.027,20201230_094521,58,1000,17.24137931,5.80E-05,5.80E+01
144.029,20201230_094522,59,1002,16.98305085,5.89E-05,5.89E+01
145.029,20201230_094523,59,1000,16.94915254,5.90E-05,5.90E+01
146.03,20201230_094524,60,1001,16.68333333,5.99E-05,5.99E+01
147.031,20201230_094525,58,1001,17.25862069,5.79E-05,5.79E+01
148.032,20201230_094526,59,1001,16.96610169,5.89E-05,5.89E+01
149.032,20201230_094527,58,1000,17.24137931,5.80E-05,5.80E+01
150.033,20201230_094528,57,1001,17.56140351,5.69E-05,5.69E+01
151.034,20201230_094529,59,1001,16.96610169,5.89E-05,5.89E+01
152.034,20201230_094530,58,1000,17.24137931,5.80E-05,5.80E+01
153.037,20201230_094531,59,1003,17,5.88E-05,5.88E+01
154.053,20201230_094532,59,1016,17.22033898,5.81E-05,5.81E+01
155.054,20201230_094533,59,1001,16.96610169,5.89E-05,5.89E+01
156.054,20201230_094534,58,1000,17.24137931,5.80E-05,5.80E+01
157.055,20201230_094535,58,1001,17.25862069,5.79E-05,5.79E+01
158.056,20201230_094536,59,1001,16.96610169,5.89E-05,5.89E+01
159.056,20201230_094537,58,1000,17.24137931,5.80E-05,5.80E+01
160.057,20201230_094538,59,1001,16.96610169,5.89E-05,5.89E+01
161.057,20201230_094539,58,1000,17.24137931,5.80E-05,5.80E+01
162.059,20201230_094540,58,1002,17.27586207,5.79E-05,5.79E+01
163.06,20201230_094541,59,1001,16.96610169,5.89E-05,5.89E+01
164.06,20201230_094542,58,1000,17.24137931,5.80E-05,5.80E+01
165.06,20201230_094543,59,1000,16.94915254,5.90E-05,5.90E+01
166.062,20201230_094544,57,1002,17.57894737,5.69E-05,5.69E+01
167.062,20201230_094545,59,1000,16.94915254,5.90E-05,5.90E+01
168.063,20201230_094546,58,1001,17.25862069,5.79E-05,5.79E+01
169.064,20201230_094547,58,1001,17.25862069,5.79E-05,5.79E+01
170.064,20201230_094548,59,1000,16.94915254,5.90E-05,5.90E+01
171.065,20201230_094549,59,1001,16.96610169,5.89E-05,5.89E+01
172.065,20201230_094550,59,1000,16.94915254,5.90E-05,5.90E+01
173.067,20201230_094551,59,1002,16.98305085,5.89E-05,5.89E+01
174.067,20201230_094552,59,1000,16.94915254,5.90E-05,5.90E+01
175.068,20201230_094553,59,1001,16.96610169,5.89E-05,5.89E+01
176.069,20201230_094554,59,1001,16.96610169,5.89E-05,5.89E+01
177.07,20201230_094555,59,1001,16.96610169,5.89E-05,5.89E+01
178.07,20201230_094556,58,1000,17.24137931,5.80E-05,5.80E+01
179.071,20201230_094557,59,1001,16.96610169,5.89E-05,5.89E+01
180.072,20201230_094558,59,1001,16.96610169,5.89E-05,5.89E+01
181.072,20201230_094559,58,1000,17.24137931,5.80E-05,5.80E+01
